t_index term df
9570 sgt 5
9571 shaab 1
9572 shaar 2
9573 shab 2
9574 shabtai 1
9575 shack 7
9576 shade 2
9577 shadow 17
9578 shadowi 8
9579 shaeffer 1
9580 shaft 3
9581 shah 4
9582 shaheen 1
9583 shaher 1
9584 shahrani 3
9585 shailesh 1
9586 shajea 1
9587 shake 29
9588 shaken 11
9589 shaki 2
9590 shalikashvili 1
9591 shallow 3
9592 sham 2
9593 shambl 3
9594 shame 6
9595 shamshran 1
9596 shane 1
9597 shannon 1
9598 shantytown 5
9599 shape 27
9600 shapeless 1
9601 shapeup 1
9602 shapiro 1
9603 shard 3
9604 share 39
9605 shargel 1
9606 sharia 1
9607 sharjani 1
9608 sharm 3
9609 sharon 2
9610 sharp 13
9611 sharpen 2
9612 sharper 1
9613 sharpli 14
9614 sharq 1
9615 shatter 33
9616 shaughnessi 3
9617 shave 1
9618 shavit 1
9619 shaw 3
9620 shawn 3
9621 shea 1
9622 sheaf 1
9623 shear 2
9624 sheath 1
9625 shebeck 1
9626 shebek 1
9627 shed 6
9628 sheehan 2
9629 sheehen 1
9630 sheepish 1
9631 sheepishli 1
9632 sheer 3
9633 sheet 22
9634 sheik 5
9635 sheikh 5
9636 sheila 1
9637 shelf 3
9638 shell 6
9639 shelle 4
9640 shelli 1
9641 shelten 1
9642 shelter 22
9643 shelti 1
9644 shelton 6
9645 shelv 2
9646 shemter 1
9647 shephard 1
9648 shepherd 4
9649 sheriff 14
9650 sherman 1
9651 sherri 3
9652 sheryl 1
9653 shi 5
9654 shiela 1
9655 shield 8
9656 shift 21
9657 shiit 3
9658 shine 10
9659 shini 2
9660 ship 193
9661 shipboard 1
9662 shipbuild 6
9663 shipman 1
9664 shipmat 13
9665 shipment 1
9666 shipyard 8
9667 shirley 1
9668 shirt 21
9669 shirtless 2
9670 shiver 1
9671 shkval 7
9672 shlomo 1
9673 shock 43
9674 shoddi 1
9675 shoddili 1
9676 shoe 17
9677 shoeed 1
9678 sholti 1
9679 shook 46
9680 shoot 21
9681 shootout 3
9682 shop 53
9683 shopkeep 2
9684 shoplift 2
9685 shopper 1
9686 shore 19
9687 shorelin 1
9688 short 97
9689 shortag 16
9690 shortchang 2
9691 shortcom 4
9692 shortcut 1
9693 shorter 3
9694 shortest 1
9695 shortfal 2
9696 shorthand 2
9697 shortli 47
9698 shot 77
9699 shotgun 18
9700 shotmak 1
9701 shoulder 16
9702 shouldn 13
9703 shout 29
9704 shove 5
9705 shovel 12
9706 show 189
9707 showcas 2
9708 showdown 12
9709 shower 7
9710 shown 20
9711 shrank 4
9712 shrapnel 1
9713 shred 5
9714 shreveport 2
9715 shrewd 4
9716 shrill 1
9717 shrine 1
9718 shriner 1
9719 shrink 8
9720 shrunk 1
9721 shueib 1
9722 shukla 2
9723 shuler 1
9724 shultz 3
9725 shun 2
9726 shusaki 3
9727 shut 27
9728 shutdown 1
9729 shutter 2
9730 shuttl 4
9731 sibl 8
9732 sicili 2
9733 sick 8
9734 side 157
9735 sidelin 11
9736 sidestep 4
9737 sideway 1
9738 sidl 7
9739 sidot 1
9740 sieg 9
9741 siemerink 1
9742 sierra 4
9743 siev 11
9744 siewert 24
9745 sifford 16
9746 sift 11
9747 sigh 3
9748 sight 25
9749 sightse 4
9750 sign 133
9751 signal 34
9752 signalman 1
9753 signatur 7
9754 signifi 1
9755 signific 41
9756 significantli 9
9757 sigonella 2
9758 sikh 1
9759 silberl 1
9760 silenc 19
9761 silent 19
9762 sill 1
9763 silli 1
9764 silliman 1
9765 silo 3
9766 silt 1
9767 silva 1
9768 silver 10
9769 silvia 3
9770 silvija 2
9771 simeon 1
9772 simil 1
9773 similar 47
9774 similarli 5
9775 simmer 5
9776 simmon 3
9777 simpl 19
9778 simpler 1
9779 simpli 46
9780 simul 1
9781 simultan 8
9782 sin 3
9783 sinc 341
9784 sincer 5
9785 sindh 2
9786 sing 6
9787 singapor 3
9788 singaporean 1
9789 singer 7
9790 singh 4
9791 singl 52
9792 singular 1
9793 singularli 1
9794 sinha 1
9795 sink 32
9796 siobhan 1
9797 sion 1
9798 sip 6
9799 sir 5
9800 sirah 1
9801 siren 1
9802 siriman 1
9803 sirri 1
9804 sister 47
9805 sit 39
9806 site 80
9807 situat 82
9808 sixteen 3
9809 sixth 34
9810 sixti 1
9811 siyaram 1
9812 sizabl 2
9813 size 25
9814 sizzl 2
9815 skeptic 10
9816 sketch 11
9817 sketchi 14
9818 ski 2
9819 skiff 10
9820 skill 13
9821 skim 8
9822 skin 8
9823 skip 8
9824 skipper 5
9825 skirmish 1
9826 skirt 5
9827 skull 3
9828 sky 18
9829 skyscrap 4
9830 slab 15
9831 slade 7
9832 slain 10
9833 slam 58
9834 slant 2
9835 slap 3
9836 slash 4
9837 slat 1
9838 slate 6
9839 slater 2
9840 slaughterhous 1
9841 slava 1
9842 slavador 1
9843 slavica 1
9844 slavija 2
9845 slavish 1
9846 slavo 1
9847 slavoljub 1
9848 slay 12
9849 sledgehamm 3
9850 sleep 36
9851 sleepless 1
9852 sleev 1
9853 sleight 1
9854 slender 1
9855 slenderest 1
9856 slept 8
9857 slice 11
9858 slid 2
9859 slide 3
9860 slight 6
9861 slightest 3
9862 slightli 27
9863 slim 10
9864 slime 1
9865 slip 30
9866 slippag 1
9867 sliver 2
9868 slm 2
9869 slobadon 1
9870 slobo 3
9871 slobodan 126
9872 slocomb 1
9873 slogan 12
9874 slope 2
9875 sloppi 5
9876 slouch 1
9877 slovakia 8
9878 slovakian 1
9879 slow 40
9880 slowdown 2
9881 slowest 2
9882 slowli 26
9883 slug 1
9884 sluggish 4
9885 slump 6
9886 slur 1
9887 smack 4
9888 small 208
9889 smaller 25
9890 smallest 2
9891 smaltz 1
9892 smart 2
9893 smarter 2
9894 smartest 1
9895 smartli 1
9896 smash 25
9897 smear 3
9898 smederevska 2
9899 smell 8
9900 smile 36
9901 smit 1
9902 smith 21
9903 smithvil 1
9904 smitten 1
9905 smog 2
9906 smoggiest 1
9907 smoke 26
9908 smoker 1
9909 smokescreen 1
9910 smokey 1
9911 smolder 1
9912 smolinski 1
9913 smooth 9
9914 smoothli 2
9915 smother 2
9916 smuggl 3
9917 snack 2
9918 snake 1
9919 snap 9
9920 snapper 1
9921 snappi 1
9922 snare 1
9923 snarl 1
9924 snatch 8
9925 sneak 3
9926 sneaker 2
9927 sneet 1
9928 snif 3
9929 sniff 1
9930 sniffer 13
9931 snipe 1
9932 sniper 1
9933 snippet 2
9934 snitch 3
9935 snjezana 1
9936 snour 1
9937 snow 12
9938 snowfal 1
9939 snowstorm 2
9940 snyder 1
9941 soak 4
9942 soap 2
9943 soar 7
9944 sob 3
9945 sober 2
9946 soccer 4
9947 social 33
9948 socialist 37
9949 societi 34
9950 sock 3
9951 socotra 2
9952 socti 1
9953 sod 1
9954 sofa 2
9955 soft 12
9956 soften 4
9957 softli 1
9958 softwar 7
9959 soglasiy 1
9960 soil 7
9961 sojourn 1
9962 solanki 1
9963 solari 1
9964 sold 19
9965 soldier 97
9966 sole 9
9967 solemn 4
9968 solemnli 1
9969 solicit 1
9970 solid 15
9971 solidar 6
9972 solidifi 2
9973 solidli 1
9974 solitari 2
9975 solitud 1
9976 solomon 1
9977 solorzano 2
9978 solut 14
9979 solv 6
9980 somali 3
9981 somalia 8
9982 somber 6
9983 somberli 2
9984 somebodi 22
9985 someday 5
9986 someon 49
9987 someplac 1
9988 someth 112
9989 sometim 50
9990 somewher 14
9991 somo 1
9992 son 116
9993 sonar 2
9994 song 3
9995 songwrit 3
9996 sonia 3
9997 sonni 1
9998 sooner 5
9999 sooooo 1
10000 soot 1
10001 sooti 1
10002 sop 1
10003 sophist 22
10004 sordid 1
10005 sore 8
10006 sorri 4
10007 sorrow 3
10008 sort 53
10009 sorti 1
10010 sosonati 7
10011 soto 3
10012 souc 1
10013 sought 50
10014 soul 4
10015 soumaila 1
10016 sound 56
10017 soundli 3
10018 soundproof 1
10019 soup 4
10020 sour 2
10021 sourc 93
10022 south 124
10023 southeast 35
10024 southeastern 10
10025 southern 67
10026 southwest 19
10027 southwestern 6
10028 souvenir 2
10029 sovereign 2
10030 sovereignti 8
10031 soviet 32
10032 soxon 1
10033 sp 2
10034 space 20
10035 spaciou 1
10036 spain 20
10037 span 7
10038 spangl 1
10039 spaniard 2
10040 spaniel 1
10041 spanish 20
10042 spare 9
10043 spark 18
10044 spasski 2
10045 spat 1
10046 spate 3
10047 spatter 1
10048 speak 132
10049 speaker 19
10050 spear 8
10051 spearhead 3
10052 speci 1
10053 special 111
10054 specialist 21
10055 specif 55
10056 specifi 13
10057 spectacl 3
10058 spectacular 4
10059 spectat 7
10060 specter 3
10061 spectrum 1
10062 specul 44
10063 sped 4
10064 speech 62
10065 speed 55
10066 speedboat 1
10067 speedi 1
10068 speedskat 1
10069 spell 9
10070 spenc 3
10071 spencer 6
10072 spend 57
10073 spent 74
10074 sperl 2
10075 sphere 1
10076 spi 76
10077 spielberg 1
10078 spill 4
10079 spin 5
10080 spine 2
10081 spiral 4
10082 spire 1
10083 spirit 18
10084 spiritu 3
10085 spite 5
10086 splash 2
10087 splashdown 1
10088 splatter 2
10089 splint 1
10090 splinter 3
10091 splinz 1
10092 split 23
10093 spode 1
10094 spoil 11
10095 spoiler 3
10096 spokan 1
10097 spoke 76
10098 spoken 23
10099 spokesman 184
10100 spokesmen 4
10101 spokeswoman 28
10102 sponsor 22
10103 sponsorship 2
10104 spontan 4
10105 spook 1
10106 sporad 1
10107 sport 59
10108 sportsmen 1
10109 spot 33
10110 spotlight 14
10111 spotti 6
10112 spous 7
10113 spragu 1
10114 spraig 1
10115 sprain 7
10116 sprawl 8
10117 spray 6
10118 spread 53
10119 spree 2
10120 spring 28
10121 springfield 3
10122 sprinkl 2
10123 sprint 5
10124 sprout 2
10125 spruanc 1
10126 sprung 2
10127 spun 1
10128 spur 5
10129 spymast 19
10130 squabbl 1
10131 squad 23
10132 squadron 1
10133 squall 3
10134 squander 2
10135 squar 23
10136 squat 1
10137 squatter 3
10138 squeak 2
10139 squeamish 1
10140 squeez 7
10141 squirrel 2
10142 squish 1
10143 sr 3
10144 srdic 4
10145 srebrenica 1
10146 srpska 1
10147 st 63
10148 stab 9
10149 stabenow 5
10150 stabil 43
10151 stabl 21
10152 stacey 1
10153 staci 1
10154 stack 8
10155 stadium 13
10156 staf 3
10157 staff 70
10158 staffer 2
10159 staffinr 1
10160 stafford 4
10161 stage 49
10162 stagger 9
10163 stain 7
10164 stair 3
10165 stairwel 4
10166 stake 26
10167 stalem 6
10168 stalin 2
10169 stalinist 1
10170 stalk 2
10171 stall 4
10172 stambol 2
10173 stambuk 1
10174 stamenkov 2
10175 stamina 1
10176 stammer 1
10177 stamped 4
10178 stanc 5
10179 stand 129
10180 standard 19
10181 standbi 1
10182 standoff 8
10183 standpoint 1
10184 standstil 6
10185 stanley 4
10186 stapl 1
10187 star 39
10188 stare 7
10189 stark 5
10190 starkli 1
10191 starr 1
10192 starrr 1
10193 start 160
10194 startl 2
10195 starv 1
10196 stash 1
10197 stasio 1
10198 stat 2
10199 state 587
10200 statehous 4
10201 stateless 1
10202 statement 104
10203 stateroom 1
10204 statesman 3
10205 statewid 5
10206 station 121
10207 stationeri 1
10208 statist 15
10209 statu 18
10210 statur 4
10211 statut 5
10212 staunch 2
10213 staunchest 2
10214 staunchli 2
10215 stay 148
10216 ste 1
10217 stead 1
10218 steadfast 1
10219 steadi 4
10220 steadili 4
10221 steal 27
10222 stealer 1
10223 stealth 1
10224 stealthi 1
10225 stealthier 1
10226 stealthili 1
10227 steam 6
10228 steami 1
10229 steel 28
10230 steenbuch 1
10231 steep 15
10232 steer 8
10233 stefan 1
10234 stefano 5
10235 stefanov 4
10236 steffi 1
10237 steinberg 1
10238 steindorff 1
10239 stell 1
10240 stellar 1
10241 stem 15
10242 stemmo 1
10243 stenberg 1
10244 stench 2
10245 step 136
10246 stephani 1
10247 stephanopoulo 1
10248 stephen 7
10249 stepmoth 1
10250 steppingston 1
10251 stepson 1
10252 stereo 1
10253 sterl 3
10254 stern 14
10255 sternavich 1
10256 sternli 2
10257 steskic 1
10258 stevan 3
10259 steve 10
10260 stevedor 1
10261 steven 3
10262 stevenson 4
10263 stew 1
10264 stewardship 4
10265 stewart 2
10266 stick 18
10267 sticker 2
10268 sticki 1
10269 stickier 4
10270 stiff 3
10271 stifl 2
10272 stigmat 1
10273 sting 1
10274 stipend 1
10275 stipul 4
10276 stir 14
10277 stirrer 1
10278 stirrup 1
10279 stitch 1
10280 stock 5
10281 stocki 1
10282 stockpil 5
10283 stoical 1
10284 stojanov 1
10285 stojiljikov 1
10286 stojiljkov 3
10287 stoke 4
10288 stoko 1
10289 stokov 1
10290 stole 25
10291 stolen 13
10292 stolt 1
10293 stomach 7
10294 stomp 1
10295 stone 18
10296 stonewal 1
10297 stoni 3
10298 stood 66
10299 stool 2
10300 stop 176
10301 stopgap 1
10302 stopov 4
10303 stoppag 6
10304 stopper 1
10305 storag 3
10306 store 67
10307 storey 1
10308 stori 102
10309 storm 46
10310 stormi 2
10311 storybook 1
10312 stosic 2
10313 stoutli 1
10314 stowag 1
10315 stoyan 1
10316 straddl 1
10317 straight 25
10318 straighten 1
10319 straightforward 4
10320 strain 4
10321 strait 2
10322 straition 1
10323 strakov 1
10324 strand 3
10325 strang 9
10326 stranger 6
10327 strangl 1
10328 stranglehold 1
10329 strap 3
10330 strateg 18
10331 strategeri 1
10332 strategi 20
10333 strategist 7
10334 straw 1
10335 stray 2
10336 streak 16
10337 stream 15
10338 streamlin 1
10339 stree 1
10340 street 177
10341 strength 18
10342 strengthen 27
10343 strenuous 1
10344 stress 33
10345 stretch 30
10346 stretcher 13
10347 strewn 3
10348 stricken 15
10349 strickland 2
10350 strict 5
10351 stricter 1
10352 strictli 7
10353 strictur 1
10354 strident 1
10355 strife 2
10356 strike 86
10357 strikebound 5
10358 strikebreak 3
10359 striker 13
10360 string 14
10361 stringent 2
10362 stringfellow 5
10363 strip 24
10364 stripe 3
10365 strive 7
10366 strode 1
10367 stroke 10
10368 stroll 1
10369 strom 1
10370 strong 96
10371 stronger 17
10372 strongest 10
10373 stronghold 27
10374 strongli 15
10375 strongman 8
10376 strongmen 1
10377 strother 1
10378 strove 1
10379 struck 45
10380 structur 19
10381 struggl 72
10382 stuart 1
10383 stubb 1
10384 stubborn 1
10385 stubbornli 1
10386 stuck 9
10387 stud 3
10388 student 54
10389 studi 38
10390 studio 3
10391 stuf 1
10392 stuff 6
10393 stumbl 13
10394 stump 1
10395 stun 40
10396 stung 3
10397 stunningli 2
10398 stunt 2
10399 sturdi 1
10400 sturdier 1
10401 style 33
10402 stymi 1
10403 su 4
10404 suarez 3
10405 subcommitte 2
10406 subcontin 3
10407 subdu 7
10408 subgroup 1
10409 subject 39
10410 subjug 1
10411 submachin 2
10412 submarin 63
10413 submerg 5
10414 submers 3
10415 submit 25
10416 subordin 1
10417 subpoena 1
10418 subscrib 1
10419 subsequ 9
10420 subsid 4
10421 subsidi 1
10422 subsidiari 3
10423 subsist 1
10424 substanc 6
10425 substandard 1
10426 substanti 17
10427 substitut 4
10428 subterranean 1
10429 subtext 2
10430 subtl 1
10431 subtocnga 4
10432 suburb 26
10433 suburban 11
10434 subvers 3
10435 subvert 3
10436 subway 1
10437 succ 1
10438 succeed 32
10439 success 70
10440 successor 39
10441 succumb 2
10442 suchitepequez 5
10443 suck 1
10444 sudan 11
10445 sudanes 1
10446 sudden 20
10447 suddenli 17
10448 sue 7
10449 suez 18
10450 suffer 96
10451 suffici 16
10452 suffoc 4
10453 sugarcoat 1
10454 sugari 1
10455 suggest 94
10456 suharto 1
10457 suicid 129
10458 suit 36
10459 suitabl 5
10460 suitcas 5
10461 suitland 1
10462 sukiyaki 1
10463 sullivan 3
10464 sultan 6
10465 sultri 1
10466 sum 2
10467 summar 2
10468 summari 4
10469 summer 23
10470 summit 32
10471 summon 6
10472 sumner 1
10473 sun 24
10474 sunbak 1
10475 sunda 1
10476 sunday 201
10477 sunglass 2
10478 sunil 1
10479 sunk 7
10480 sunken 25
10481 sunni 4
10482 sunris 1
10483 sunset 4
10484 sunshin 1
10485 super 3
10486 superb 2
10487 superbl 2
10488 superfast 1
10489 superintend 1
10490 superior 4
10491 supermarket 6
10492 superpow 2
10493 superstructur 1
10494 supervis 12
10495 supervisor 6
10496 supplement 1
10497 suppli 55
10498 support 271
10499 suppos 19
10500 supposedli 4
10501 supposingli 1
10502 suppress 13
10503 suprem 47
10504 supremaci 2
10505 supremacist 1
10506 surat 3
10507 surf 2
10508 surfac 28
10509 surg 14
10510 surgeon 9
10511 surgeri 13
10512 surgic 3
10513 surnia 1
10514 surpass 5
10515 surplu 3
10516 surpris 52
10517 surprisingli 4
10518 surreal 4
10519 surrend 34
10520 surrog 5
10521 surround 61
10522 surveil 17
10523 survey 26
10524 surviv 101
10525 survivor 92
10526 susa 1
10527 susan 35
10528 susann 1
10529 suscept 2
10530 susi 3
10531 suspect 142
10532 suspend 25
10533 suspens 9
10534 suspici 13
10535 suspicion 36
10536 sustain 13
10537 susten 1
10538 sutyagin 1
10539 svilanov 3
10540 swab 1
10541 swagger 1
10542 swallow 4
10543 swami 3
10544 swamimarayan 1
10545 swamp 1
10546 swan 3
10547 swap 6
10548 swarm 16
10549 swat 2
10550 sway 17
10551 swear 11
10552 sweat 5
10553 sweater 3
10554 sweati 6
10555 swede 2
10556 sweden 5
10557 sweep 21
10558 sweet 3
10559 sweeten 1
10560 sweetheart 2
10561 swell 14
10562 swelter 1
10563 swenchoni 1
10564 swept 39
10565 swift 11
10566 swiftli 5
10567 swim 5
10568 swing 5
10569 swipe 1
10570 swirl 2
10571 swiss 17
10572 switch 20
10573 switzerland 25
10574 swivel 1
10575 swollen 2
10576 swoon 1
10577 swoop 1
10578 sword 1
10579 swore 3
10580 sworn 29
10581 swung 1
10582 sy 2
10583 sydney 10
10584 sylvest 1
10585 sylvia 1
10586 symbiones 4
10587 symbol 31
10588 symington 2
10589 symmetri 1
10590 sympath 2
10591 sympathet 8
10592 sympathi 8
10593 symphoni 1
10594 symptom 2
10595 sync 1
10596 syndic 1
10597 synonym 1
10598 syria 2
10599 syrian 8
10600 syring 1
10601 system 82
10602 systemat 3
10603 tabara 3
10604 tabl 18
10605 tableau 2
10606 tableaux 1
10607 tablecloth 2
10608 tabloid 2
10609 tabul 5
10610 tacitli 1
10611 tackl 4
10612 tacoma 1
10613 tactic 15
10614 tactician 2
10615 tadic 2
10616 taffeta 1
10617 tag 1
10618 taha 3
10619 taigon 1
10620 tail 1
10621 tailor 11
10622 tailspin 2
10623 taint 10
10624 taiwan 9
10625 taiwanes 2
10626 taiz 1
10627 takeoff 1
10628 takeov 15
10629 taker 1
10630 takla 1
10631 talaja 2
10632 tale 5
10633 talent 8
10634 talib 1
10635 taliban 15
10636 talk 157
10637 talker 1
10638 talki 1
10639 tall 8
10640 tallahasse 1
10641 taller 4
10642 talli 15
10643 tamarin 4
10644 tame 7
10645 tamil 1
10646 tamme 1
10647 tampa 4
10648 tamper 3
10649 tan 2
10650 tanang 1
10651 tanasugarin 1
10652 tanasugarn 3
10653 tandem 1
10654 tangl 11
10655 tanja 1
10656 tanjug 13
10657 tank 26
10658 tanker 2
10659 tant 1
10660 tantal 1
10661 tantamount 1
10662 tantrum 1
10663 tanugu 1
10664 tanzania 37
10665 tap 9
10666 tape 20
10667 tar 2
10668 tarawa 2
10669 tardi 1
10670 target 67
10671 tariff 2
10672 tariq 2
10673 tarmac 12
10674 tarnish 2
10675 tarp 3
10676 tarpaulin 3
10677 task 43
10678 tass 5
10679 tast 5
10680 tatter 4
10681 taunt 1
10682 tawdri 1
10683 tawfiq 1
10684 tax 41
10685 taxi 6
10686 taxpay 2
10687 taylor 2
10688 tdcj 14
10689 tea 9
10690 teach 8
10691 teacher 16
10692 team 119
10693 teammat 2
10694 tear 72
10695 tearga 4
10696 tech 10
10697 technic 24
10698 technician 15
10699 techniqu 4
10700 technocrat 1
10701 technolog 43
10702 techsourc 2
10703 tecla 11
10704 ted 3
10705 teddi 1
10706 teem 3
10707 teen 16
10708 teenag 4
10709 teepl 1
10710 teeter 2
10711 teeth 2
10712 tefb 1
10713 tegla 1
10714 tekla 2
10715 tel 4
10716 telar 1
10717 telecommun 2
10718 teleconfer 2
10719 telegram 1
10720 telephon 72
10721 televis 170
10722 televisa 1
10723 televison 1
10724 teller 7
10725 tello 2
10726 tem 1
10727 temblor 13
10728 tempel 1
10729 temper 4
10730 temperatur 10
10731 tempestu 1
10732 templ 8
10733 templat 1
10734 tempo 1
10735 temporari 13
10736 temporarili 10
10737 ten 78
10738 tenabl 1
10739 tenac 1
10740 tenaci 1
10741 tenant 3
10742 tend 11
10743 tendenc 4
10744 tender 4
10745 tenet 2
10746 tenn 8
10747 tennesse 11
10748 tenni 39
10749 tens 18
10750 tension 25
10751 tent 39
10752 tentacl 1
10753 tenth 4
10754 tenur 9
10755 ter 1
10756 term 126
10757 termer 2
10758 termin 15
10759 tern 1
10760 terr 1
10761 terrain 2
10762 terrel 1
10763 terrenc 12
10764 terri 6
10765 terribl 28
10766 terribly 1
10767 terrif 2
10768 terrifi 9
10769 terrifng 1
10770 terrifyingli 1
10771 territori 22
10772 terror 104
10773 terrorist 206
10774 test 42
10775 testament 2
10776 testifi 25
10777 testili 1
10778 testimoni 19
10779 testu 1
10780 testud 9
10781 tethani 1
10782 tether 2
10783 tex 1
10784 texa 98
10785 text 6
10786 textbook 1
10787 textil 4
10788 tfor 1
10789 thaan 1
10790 thabo 3
10791 thaci 1
10792 thadani 1
10793 thaerz 1
10794 thahn 1
10795 thailand 2
10796 thakkar 4
10797 thakur 1
10798 thanh 2
10799 thanksgiv 2
10800 thankyou 1
10801 thatcher 1
10802 thaul 1
10803 theater 7
10804 thee 1
10805 theft 2
10806 theme 7
10807 themselv 76
10808 theodor 2
10809 theolog 2
10810 theoret 3
10811 theori 29
10812 theoriz 4
10813 thepaid 1
10814 therapi 1
10815 thereaft 1
10816 therebi 2
10817 therefor 16
10818 theresa 1
10819 thermomet 2
10820 thescap 1
10821 thesi 1
10822 thevenot 2
10823 thi 626
10824 thick 15
10825 thicker 3
10826 thief 1
10827 thiessen 1
10828 thiev 6
10829 thigh 2
10830 thin 6
10831 thing 167
10832 thinker 1
10833 thinner 1
10834 thirdli 1
10835 thirteen 3
10836 thirti 11
10837 thirtysometh 1
10838 thoma 18
10839 thompson 4
10840 thorbjoern 2
10841 thorbjorn 1
10842 thorn 1
10843 thornburgh 1
10844 thornel 1
10845 thorni 1
10846 thoroughfar 3
10847 thoroughli 1
10848 thought 106
10849 thousand 156
10850 thrash 1
10851 thread 4
10852 threadbar 1
10853 threat 105
10854 threatcon 1
10855 threaten 46
10856 threshold 2
10857 threw 16
10858 thrill 5
10859 thriller 1
10860 thrive 6
10861 throat 5
10862 throne 2
10863 throng 6
10864 throw 17
10865 throwback 2
10866 thrower 1
10867 thrown 24
10868 thrust 3
10869 thu 19
10870 thug 5
10871 thuggish 2
10872 thugocraci 2
10873 thumb 6
10874 thunder 3
10875 thunderbird 1
10876 thurmond 1
10877 thursday 219
10878 thuzz 1
10879 thwart 5
10880 tia 2
10881 tiananmen 1
10882 tibet 2
10883 tick 3
10884 ticket 11
10885 tidal 2
10886 tide 7
10887 tie 102
10888 tiebreak 10
10889 tien 1
10890 tiffani 2
10891 tight 22
10892 tighten 11
10893 tighter 3
10894 tightest 2
10895 tightli 4
10896 tijan 3
10897 tilak 1
10898 tile 2
10899 till 5
10900 tilt 6
10901 tim 15
10902 time 493
10903 timelin 4
10904 timet 4
10905 timid 2
10906 timism 1
10907 timo 1
10908 timocka 1
10909 timothi 4
10910 tin 1
10911 tini 23
10912 tinker 1
10913 tinkl 1
10914 tiot 1
10915 tip 59
10916 tipper 2
10917 tipster 1
10918 tire 29
10919 tireless 1
10920 tirelessli 2
10921 tirm 2
10922 titl 50
10923 titleist 1
10924 titlist 2
10925 tito 6
10926 tl 1
10927 tnt 7
10928 toadi 1
10929 toast 3
10930 toastst 1
10931 tobacco 3
10932 tod 2
10933 today 316
10934 todd 21
10935 toddler 3
10936 toe 5
10937 togeth 101
10938 togo 1
10939 tohouri 1
10940 toi 1
10941 toietnam 1
10942 toilet 3
10943 token 2
10944 tokov 1
10945 tokyo 25
10946 told 277
10947 toledo 15
10948 toler 12
10949 tolkach 1
10950 toll 80
10951 tolli 1
10952 tolstoy 1
10953 tom 42
10954 tomahawk 6
10955 tomato 2
10956 tomb 1
10957 tomic 2
10958 tomislav 1
10959 tommi 9
10960 tomorrow 41
10961 ton 47
10962 tone 16
10963 tong 1
10964 tongu 9
10965 toni 34
10966 tonig 2
10967 tonight 104
10968 tonugu 1
10969 tool 21
10970 toothless 1
10971 top 184
10972 topic 1
10973 topmost 1
10974 topolev 2
10975 toppl 26
10976 torch 11
10977 tore 41
10978 tori 1
10979 torment 10
10980 torn 8
10981 torpedo 64
10982 torr 1
10983 torricelli 1
10984 torso 1
10985 tortilla 1
10986 tortur 14
10987 toscap 1
10988 toss 14
10989 tossup 3
10990 total 75
10991 totalitarian 1
10992 tote 4
10993 totter 1
10994 touch 37
10995 touchdown 1
10996 touchi 2
10997 tough 33
10998 toughen 1
10999 tougher 2
11000 toughest 2
11001 tour 46
11002 tourism 1
11003 tourist 12
11004 tournament 51
11005 tout 2
11006 tow 18
11007 towel 1
11008 tower 21
11009 town 115
11010 townsend 1
11011 townspeopl 2
11012 toy 3
11013 trac 1
11014 trace 13
11015 tracey 1
11016 traci 1
11017 track 47
11018 trade 72
11019 trader 11
11020 tradit 45
11021 traffic 25
11022 traffick 22
11023 tragedi 48
11024 tragic 15
11025 trail 45
11026 trailer 13
11027 train 57
11028 trainer 14
11029 traips 1
11030 trait 1
11031 traition 1
11032 traitor 1
11033 trajkov 1
11034 trampl 2
11035 tran 7
11036 trang 1
11037 tranquil 6
11038 transact 6
11039 transcend 1
11040 transcript 6
11041 transfer 27
11042 transform 6
11043 transit 45
11044 translat 21
11045 transmiss 2
11046 transmit 1
11047 transmitt 1
11048 transnat 1
11049 transpar 13
11050 transpir 3
11051 transport 55
11052 traor 1
11053 trap 73
11054 trash 13
11055 trauma 7
11056 traumat 5
11057 travail 1
11058 travel 71
11059 travelg 1
11060 travesti 2
11061 tray 1
11062 tread 1
11063 treason 2
11064 treasur 5
11065 treasuri 2
11066 treat 39
11067 treati 7
11068 treatment 34
11069 trebjesanin 1
11070 tredway 1
11071 tree 13
11072 treeless 1
11073 trek 2
11074 trembl 1
11075 tremend 8
11076 tremor 23
11077 trench 2
11078 trenchantli 1
11079 trend 17
11080 trent 7
11081 tri 324
11082 triag 1
11083 trial 82
11084 triangl 1
11085 tribal 10
11086 tribe 9
11087 tribesmen 1
11088 tribespeopl 1
11089 tribun 30
11090 tribut 12
11091 trichovich 1
11092 trick 13
11093 tricki 6
11094 trickl 4
11095 tricov 1
11096 trident 1
11097 trigger 28
11098 trillion 2
11099 trim 12
11100 trio 1
11101 trip 83
11102 tripl 4
11103 triplett 1
11104 tripoli 1
11105 tripp 1
11106 triumph 15
11107 trivedi 1
11108 troop 67
11109 trooper 5
11110 trophi 3
11111 tropic 1
11112 trot 2
11113 troubl 64
11114 troublemak 1
11115 troublesom 2
11116 trounc 1
11117 troup 1
11118 trove 1
11119 trti 1
11120 truce 3
11121 truck 66
11122 trucker 2
11123 truckload 5
11124 true 36
11125 truer 1
11126 truli 16
11127 truman 5
11128 trumpet 4
11129 trundl 1
11130 trust 26
11131 trustworthi 1
11132 truth 21
11133 tsvangirai 1
11134 tu 1
11135 tube 11
11136 tuck 3
11137 tucker 1
11138 tudela 10
11139 tudjman 3
11140 tuesday 164
11141 tug 4
11142 tugboat 1
